message_id,channel_id,author_id,username,message_content,created_at1245653334325592075,566854387847266321,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:21:38.023000+00:00
1244642026008481905,566854387847266321,973816804495466506,_mafutofu_,gooner,2024-05-27 13:23:03.331000+00:00
1243964899831578715,566854387847266321,455966601267904523,ibi._.,gooning,2024-05-25 16:32:23.870000+00:00
1243649532512698408,566854387847266321,1125938679274278964,coolcave16,😦,2024-05-24 19:39:14.442000+00:00
1243649521003532299,566854387847266321,1125938679274278964,coolcave16,Why cant i type in general,2024-05-24 19:39:11.698000+00:00
1243649475449454603,566854387847266321,1125938679274278964,coolcave16,<@573747061317435402> yo bro,2024-05-24 19:39:00.837000+00:00
1242898785911177278,566854387847266321,459250601314746375,batman4496,twisted,2024-05-22 17:56:02.504000+00:00
1242853631254986773,566854387847266321,693107402085498985,cheldesu,it,2024-05-22 14:56:36.795000+00:00
1242841353143062621,566854387847266321,329970695159414785,spood69,mydick,2024-05-22 14:07:49.465000+00:00
1242839486740693052,566854387847266321,459250601314746375,batman4496,from,2024-05-22 14:00:24.480000+00:00
1242838591114182789,566854387847266321,973816804495466506,_mafutofu_,screwdriver,2024-05-22 13:56:50.946000+00:00
1242831529948876800,566854387847266321,586382324187398144,reimeiutot,the,2024-05-22 13:28:47.433000+00:00
1242827392117112912,566854387847266321,693107402085498985,cheldesu,took,2024-05-22 13:12:20.897000+00:00
1242776939878420520,566854387847266321,329970695159414785,spood69,cock,2024-05-22 09:51:52.146000+00:00
1242758572417224756,566854387847266321,459250601314746375,batman4496,imposter,2024-05-22 08:38:53.002000+00:00
1242753300818825216,566854387847266321,586382324187398144,reimeiutot,the,2024-05-22 08:17:56.155000+00:00
1242727846376636457,566854387847266321,329970695159414785,spood69,when,2024-05-22 06:36:47.343000+00:00
1242694847220027434,566854387847266321,693107402085498985,cheldesu,.,2024-05-22 04:25:39.731000+00:00
1242657788761477201,566854387847266321,459250601314746375,batman4496,mydick,2024-05-22 01:58:24.306000+00:00
1242624605957656678,566854387847266321,973816804495466506,_mafutofu_,with,2024-05-21 23:46:32.909000+00:00
1242615320183705700,566854387847266321,693107402085498985,cheldesu,mydick,2024-05-21 23:09:39.008000+00:00
1242561885161783417,566854387847266321,459250601314746375,batman4496,and,2024-05-21 19:37:19.106000+00:00
1242534559309107270,566854387847266321,329970695159414785,spood69,cock,2024-05-21 17:48:44.115000+00:00
1242524593454059590,566854387847266321,459250601314746375,batman4496,using,2024-05-21 17:09:08.070000+00:00
1242518186629529601,566854387847266321,973816804495466506,_mafutofu_,mydick,2024-05-21 16:43:40.564000+00:00
